GSK_REG_NO,MOLREGNO,CHEMBL_ID,INCHI,SMILES,PARENT_CHEMBL_ID,PARENT_INCHI,PARENT_SMILES,TARGETS,TARGET_CHEMBL_IDS,REF_CHEMBL_ID,REFERENCE,PUBMED_ID
GW549390X,163716,CHEMBL318728,"InChI=1S/C15H12N2O/c1-3-7-12(8-4-1)14-11-16-15(18-14)17-13-9-5-2-6-10-13/h1-11H,(H,16,17)",N(c1ccccc1)c2oc(cn2)c3ccccc3,CHEMBL318728,"InChI=1S/C15H12N2O/c1-3-7-12(8-4-1)14-11-16-15(18-14)17-13-9-5-2-6-10-13/h1-11H,(H,16,17)",N(c1ccccc1)c2oc(cn2)c3ccccc3,VEGFR2,CHEMBL279,CHEMBL1142709,"J. Med. Chem., 48, p. 1610 (2005)",15743202
GW559768X,398546,CHEMBL237347,"InChI=1S/C17H16N2O3S/c1-11-3-4-12(20)9-17(11)19-16-7-8-18-15-6-5-13(10-14(15)16)23(2,21)22/h3-10,20H,1-2H3,(H,18,19)",Cc1ccc(O)cc1Nc2ccnc3ccc(cc23)S(=O)(=O)C,CHEMBL237347,"InChI=1S/C17H16N2O3S/c1-11-3-4-12(20)9-17(11)19-16-7-8-18-15-6-5-13(10-14(15)16)23(2,21)22/h3-10,20H,1-2H3,(H,18,19)",Cc1ccc(O)cc1Nc2ccnc3ccc(cc23)S(=O)(=O)C,RET,CHEMBL2041,CHEMBL1137530,"Bioorg. Med. Chem. Lett., 17, p. 5886 (2007)",17884497
GW561436X,1226317,CHEMBL1885746,"InChI=1S/C21H15FN6/c22-15-4-2-14(3-5-15)20-19(18-8-1-13(11-23)12-28(18)27-20)17-9-10-24-21(26-17)25-16-6-7-16/h1-5,8-10,12,16H,6-7H2,(H,24,25,26)",Fc1ccc(cc1)c2nn3cc(ccc3c2c4ccnc(NC5CC5)n4)C#N,CHEMBL1885746,"InChI=1S/C21H15FN6/c22-15-4-2-14(3-5-15)20-19(18-8-1-13(11-23)12-28(18)27-20)17-9-10-24-21(26-17)25-16-6-7-16/h1-5,8-10,12,16H,6-7H2,(H,24,25,26)",Fc1ccc(cc1)c2nn3cc(ccc3c2c4ccnc(NC5CC5)n4)C#N,p38a,CHEMBL260,CHEMBL1949665,"Org Lett, 7, p. 4753 (2005)",16209527
GW566221A,1249157,CHEMBL1909386,"InChI=1S/C29H28N4O4S.ClH/c1-38(34,35)14-13-30-17-22-15-28(37-19-22)23-7-12-27-26(16-23)29(32-20-31-27)33-24-8-10-25(11-9-24)36-18-21-5-3-2-4-6-21;/h2-12,15-16,19-20,30H,13-14,17-18H2,1H3,(H,31,32,33);1H",Cl.CS(=O)(=O)CCNCc1coc(c1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2,CHEMBL377437,"InChI=1S/C29H28N4O4S/c1-38(34,35)14-13-30-17-22-15-28(37-19-22)23-7-12-27-26(16-23)29(32-20-31-27)33-24-8-10-25(11-9-24)36-18-21-5-3-2-4-6-21/h2-12,15-16,19-20,30H,13-14,17-18H2,1H3,(H,31,32,33)",CS(=O)(=O)CCNCc1coc(c1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1149340,"Bioorg. Med. Chem. Lett., 16, p. 4686 (2006)",16777410
GW567808A,1249158,CHEMBL1909387,"InChI=1S/C30H27F3N4O4S.ClH/c1-42(38,39)14-13-34-17-25-10-12-28(41-25)21-5-11-27-26(16-21)29(36-19-35-27)37-23-6-8-24(9-7-23)40-18-20-3-2-4-22(15-20)30(31,32)33;/h2-12,15-16,19,34H,13-14,17-18H2,1H3,(H,35,36,37);1H",Cl.CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(c5)C(F)(F)F)cc4)c3c2,CHEMBL214419,"InChI=1S/C30H27F3N4O4S/c1-42(38,39)14-13-34-17-25-10-12-28(41-25)21-5-11-27-26(16-21)29(36-19-35-27)37-23-6-8-24(9-7-23)40-18-20-3-2-4-22(15-20)30(31,32)33/h2-12,15-16,19,34H,13-14,17-18H2,1H3,(H,35,36,37)",CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(c5)C(F)(F)F)cc4)c3c2,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1149340,"Bioorg. Med. Chem. Lett., 16, p. 4686 (2006)",16777410
GW568326X,1249173,CHEMBL1909402,"InChI=1S/C18H11F4N5/c19-12-4-1-10(2-5-12)16-15(13-7-8-24-17(23)25-13)14-6-3-11(18(20,21)22)9-27(14)26-16/h1-9H,(H2,23,24,25)",Nc1nccc(n1)c2c(nn3cc(ccc23)C(F)(F)F)c4ccc(F)cc4,CHEMBL1909402,"InChI=1S/C18H11F4N5/c19-12-4-1-10(2-5-12)16-15(13-7-8-24-17(23)25-13)14-6-3-11(18(20,21)22)9-27(14)26-16/h1-9H,(H2,23,24,25)",Nc1nccc(n1)c2c(nn3cc(ccc23)C(F)(F)F)c4ccc(F)cc4,p38a,CHEMBL260,CHEMBL1949665,"Org Lett, 7, p. 4753 (2005)",16209527
GW568377A,1249159,CHEMBL1909388,"InChI=1S/C29H28N4O4S.ClH/c1-38(34,35)16-14-30-18-23-13-15-36-28(23)22-7-12-27-26(17-22)29(32-20-31-27)33-24-8-10-25(11-9-24)37-19-21-5-3-2-4-6-21;/h2-13,15,17,20,30H,14,16,18-19H2,1H3,(H,31,32,33);1H",Cl.CS(=O)(=O)CCNCc1ccoc1c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2,CHEMBL213822,"InChI=1S/C29H28N4O4S/c1-38(34,35)16-14-30-18-23-13-15-36-28(23)22-7-12-27-26(17-22)29(32-20-31-27)33-24-8-10-25(11-9-24)37-19-21-5-3-2-4-6-21/h2-13,15,17,20,30H,14,16,18-19H2,1H3,(H,31,32,33)",CS(=O)(=O)CCNCc1ccoc1c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1149340,"Bioorg. Med. Chem. Lett., 16, p. 4686 (2006)",16777410
GW569293E,1249174,CHEMBL1909403,"InChI=1S/C21H17F4N5O.C4H4O4/c22-15-5-2-13(3-6-15)19-18(16-8-10-27-20(28-16)26-9-1-11-31)17-7-4-14(21(23,24)25)12-30(17)29-19;5-3(6)1-2-4(7)8/h2-8,10,12,31H,1,9,11H2,(H,26,27,28);1-2H,(H,5,6)(H,7,8)/b;2-1+",OCCCNc1nccc(n1)c2c(nn3cc(ccc23)C(F)(F)F)c4ccc(F)cc4.OC(=O)\C=C\C(=O)O,CHEMBL1952232,"InChI=1S/C21H17F4N5O/c22-15-5-2-13(3-6-15)19-18(16-8-10-27-20(28-16)26-9-1-11-31)17-7-4-14(21(23,24)25)12-30(17)29-19/h2-8,10,12,31H,1,9,11H2,(H,26,27,28)",OCCCNc1nccc(n1)c2c(nn3cc(ccc23)C(F)(F)F)c4ccc(F)cc4,p38a,CHEMBL260,CHEMBL1949665,"Org Lett, 7, p. 4753 (2005)",16209527
GW569530A,1249127,CHEMBL1909356,"InChI=1S/C29H26F3N5O3S2.ClH/c1-42(38,39)12-11-33-15-27-37-26(17-41-27)20-5-10-25-24(14-20)28(35-18-34-25)36-22-6-8-23(9-7-22)40-16-19-3-2-4-21(13-19)29(30,31)32;/h2-10,13-14,17-18,33H,11-12,15-16H2,1H3,(H,34,35,36);1H",Cl.CS(=O)(=O)CCNCc1nc(cs1)c2ccc3ncnc(Nc4ccc(OCc5cccc(c5)C(F)(F)F)cc4)c3c2,CHEMBL505970,"InChI=1S/C29H26F3N5O3S2/c1-42(38,39)12-11-33-15-27-37-26(17-41-27)20-5-10-25-24(14-20)28(35-18-34-25)36-22-6-8-23(9-7-22)40-16-19-3-2-4-21(13-19)29(30,31)32/h2-10,13-14,17-18,33H,11-12,15-16H2,1H3,(H,34,35,36)",CS(=O)(=O)CCNCc1nc(cs1)c2ccc3ncnc(Nc4ccc(OCc5cccc(c5)C(F)(F)F)cc4)c3c2,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1136583,"Bioorg. Med. Chem. Lett., 13, p. 637 (2003)",12639547
GW572399X,324143,CHEMBL194062,"InChI=1S/C15H13N3O3S/c16-22(19,20)13-8-6-12(7-9-13)18-15-17-10-14(21-15)11-4-2-1-3-5-11/h1-10H,(H,17,18)(H2,16,19,20)",NS(=O)(=O)c1ccc(Nc2oc(cn2)c3ccccc3)cc1,CHEMBL194062,"InChI=1S/C15H13N3O3S/c16-22(19,20)13-8-6-12(7-9-13)18-15-17-10-14(21-15)11-4-2-1-3-5-11/h1-10H,(H,17,18)(H2,16,19,20)",NS(=O)(=O)c1ccc(Nc2oc(cn2)c3ccccc3)cc1,VEGFR2,CHEMBL279,CHEMBL1142709,"J. Med. Chem., 48, p. 1610 (2005)",15743202
GW572401X,298832,CHEMBL275473,"InChI=1S/C20H23N3O4S/c1-4-23(5-2)28(24,25)16-11-12-18(26-3)17(13-16)22-20-21-14-19(27-20)15-9-7-6-8-10-15/h6-14H,4-5H2,1-3H3,(H,21,22)",CCN(CC)S(=O)(=O)c1ccc(OC)c(Nc2oc(cn2)c3ccccc3)c1,CHEMBL275473,"InChI=1S/C20H23N3O4S/c1-4-23(5-2)28(24,25)16-11-12-18(26-3)17(13-16)22-20-21-14-19(27-20)15-9-7-6-8-10-15/h6-14H,4-5H2,1-3H3,(H,21,22)",CCN(CC)S(=O)(=O)c1ccc(OC)c(Nc2oc(cn2)c3ccccc3)c1,VEGFR2,CHEMBL279,CHEMBL1142709,"J. Med. Chem., 48, p. 1610 (2005)",15743202
GW572738X,396429,CHEMBL234838,"InChI=1S/C16H13FN2OS/c17-13-7-3-1-6-11(13)15(20)19-16-12(9-18)10-5-2-4-8-14(10)21-16/h1,3,6-7H,2,4-5,8H2,(H,19,20)",Fc1ccccc1C(=O)Nc2sc3CCCCc3c2C#N,CHEMBL234838,"InChI=1S/C16H13FN2OS/c17-13-7-3-1-6-11(13)15(20)19-16-12(9-18)10-5-2-4-8-14(10)21-16/h1,3,6-7H,2,4-5,8H2,(H,19,20)",Fc1ccccc1C(=O)Nc2sc3CCCCc3c2C#N,JNK2/JNK3,CHEMBL4179/CHEMBL2637,CHEMBL1148840,"Bioorg. Med. Chem. Lett., 17, p. 1296 (2007)",17194588
GW574782A,1249160,CHEMBL1909389,"InChI=1S/C30H27F3N4O4S.ClH/c1-42(38,39)14-13-34-17-23-9-12-27(41-23)21-7-10-26-24(15-21)29(36-19-35-26)37-22-8-11-28(25(16-22)30(31,32)33)40-18-20-5-3-2-4-6-20;/h2-12,15-16,19,34H,13-14,17-18H2,1H3,(H,35,36,37);1H",Cl.CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(c4)C(F)(F)F)c3c2,CHEMBL387207,"InChI=1S/C30H27F3N4O4S/c1-42(38,39)14-13-34-17-23-9-12-27(41-23)21-7-10-26-24(15-21)29(36-19-35-26)37-22-8-11-28(25(16-22)30(31,32)33)40-18-20-5-3-2-4-6-20/h2-12,15-16,19,34H,13-14,17-18H2,1H3,(H,35,36,37)",CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(c4)C(F)(F)F)c3c2,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1149340,"Bioorg. Med. Chem. Lett., 16, p. 4686 (2006)",16777410
GW574783B,527341,CHEMBL529066,"InChI=1S/C29H27ClN4O4S.ClH/c1-39(35,36)14-13-31-17-23-9-12-27(38-23)21-7-10-26-24(15-21)29(33-19-32-26)34-22-8-11-28(25(30)16-22)37-18-20-5-3-2-4-6-20;/h2-12,15-16,19,31H,13-14,17-18H2,1H3,(H,32,33,34);1H",Cl.CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2,CHEMBL380247,"InChI=1S/C29H27ClN4O4S/c1-39(35,36)14-13-31-17-23-9-12-27(38-23)21-7-10-26-24(15-21)29(33-19-32-26)34-22-8-11-28(25(30)16-22)37-18-20-5-3-2-4-6-20/h2-12,15-16,19,31H,13-14,17-18H2,1H3,(H,32,33,34)",CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1149340,"Bioorg. Med. Chem. Lett., 16, p. 4686 (2006)",16777410
GW575533A,1157691,CHEMBL1794060,"InChI=1S/C17H16N2O3.ClH/c1-20-14-9-8-13(10-15(14)21-2)19-17-18-11-16(22-17)12-6-4-3-5-7-12;/h3-11H,1-2H3,(H,18,19);1H",Cl.COc1ccc(Nc2oc(cn2)c3ccccc3)cc1OC,CHEMBL360561,"InChI=1S/C17H16N2O3/c1-20-14-9-8-13(10-15(14)21-2)19-17-18-11-16(22-17)12-6-4-3-5-7-12/h3-11H,1-2H3,(H,18,19)",COc1ccc(Nc2oc(cn2)c3ccccc3)cc1OC,VEGFR2,CHEMBL279,CHEMBL1142709,"J. Med. Chem., 48, p. 1610 (2005)",15743202
GW575808A,1249152,CHEMBL1909381,"InChI=1S/C18H17N5O2.ClH/c1-11-5-6-14(10-15(11)24)21-16-7-8-20-18(23-16)22-13-4-2-3-12(9-13)17(19)25;/h2-10,24H,1H3,(H2,19,25)(H2,20,21,22,23);1H",Cl.Cc1ccc(Nc2ccnc(Nc3cccc(c3)C(=O)N)n2)cc1O,CHEMBL250322,"InChI=1S/C18H17N5O2/c1-11-5-6-14(10-15(11)24)21-16-7-8-20-18(23-16)22-13-4-2-3-12(9-13)17(19)25/h2-10,24H,1H3,(H2,19,25)(H2,20,21,22,23)",Cc1ccc(Nc2ccnc(Nc3cccc(c3)C(=O)N)n2)cc1O,LCK,CHEMBL258,CHEMBL1140683,"Bioorg. Med. Chem. Lett., 17, p. 4363 (2007)",17600705
GW576484X,358342,CHEMBL215814,"InChI=1S/C30H26F4N4O4S/c1-43(39,40)12-11-35-16-23-7-10-27(42-23)20-5-8-26-24(14-20)29(37-18-36-26)38-22-6-9-28(25(15-22)30(32,33)34)41-17-19-3-2-4-21(31)13-19/h2-10,13-15,18,35H,11-12,16-17H2,1H3,(H,36,37,38)",CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(c4)C(F)(F)F)c3c2,CHEMBL215814,"InChI=1S/C30H26F4N4O4S/c1-43(39,40)12-11-35-16-23-7-10-27(42-23)20-5-8-26-24(14-20)29(37-18-36-26)38-22-6-9-28(25(15-22)30(32,33)34)41-17-19-3-2-4-21(31)13-19/h2-10,13-15,18,35H,11-12,16-17H2,1H3,(H,36,37,38)",CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(c4)C(F)(F)F)c3c2,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1149340,"Bioorg. Med. Chem. Lett., 16, p. 4686 (2006)",16777410
GW576609A,1249161,CHEMBL1909390,"InChI=1S/C30H26ClFN4O3S.C2HF3O2/c31-26-16-23(5-8-29(26)38-18-20-2-1-3-22(32)14-20)35-30-25-15-21(4-7-27(25)33-19-34-30)28-9-6-24(39-28)17-36-10-12-40(37)13-11-36;3-2(4,5)1(6)7/h1-9,14-16,19H,10-13,17-18H2,(H,33,34,35);(H,6,7)",OC(=O)C(F)(F)F.Fc1cccc(COc2ccc(Nc3ncnc4ccc(cc34)c5oc(CN6CCS(=O)CC6)cc5)cc2Cl)c1,CHEMBL212954,"InChI=1S/C30H26ClFN4O3S/c31-26-16-23(5-8-29(26)38-18-20-2-1-3-22(32)14-20)35-30-25-15-21(4-7-27(25)33-19-34-30)28-9-6-24(39-28)17-36-10-12-40(37)13-11-36/h1-9,14-16,19H,10-13,17-18H2,(H,33,34,35)",Fc1cccc(COc2ccc(Nc3ncnc4ccc(cc34)c5oc(CN6CCS(=O)CC6)cc5)cc2Cl)c1,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1149340,"Bioorg. Med. Chem. Lett., 16, p. 4686 (2006)",16777410
GW576924A,1249162,CHEMBL1909391,"InChI=1S/C30H27FN4O3S.ClH/c31-26-17-23(7-10-29(26)37-19-21-4-2-1-3-5-21)34-30-25-16-22(6-9-27(25)32-20-33-30)28-11-8-24(38-28)18-35-12-14-39(36)15-13-35;/h1-11,16-17,20H,12-15,18-19H2,(H,32,33,34);1H",Cl.Fc1cc(Nc2ncnc3ccc(cc23)c4oc(CN5CCS(=O)CC5)cc4)ccc1OCc6ccccc6,CHEMBL215716,"InChI=1S/C30H27FN4O3S/c31-26-17-23(7-10-29(26)37-19-21-4-2-1-3-5-21)34-30-25-16-22(6-9-27(25)32-20-33-30)28-11-8-24(38-28)18-35-12-14-39(36)15-13-35/h1-11,16-17,20H,12-15,18-19H2,(H,32,33,34)",Fc1cc(Nc2ncnc3ccc(cc23)c4oc(CN5CCS(=O)CC5)cc4)ccc1OCc6ccccc6,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1149340,"Bioorg. Med. Chem. Lett., 16, p. 4686 (2006)",16777410
GW577921A,1157693,CHEMBL1794062,"InChI=1S/C16H14N2O2.ClH/c1-19-14-10-6-5-9-13(14)18-16-17-11-15(20-16)12-7-3-2-4-8-12;/h2-11H,1H3,(H,17,18);1H",Cl.COc1ccccc1Nc2oc(cn2)c3ccccc3,CHEMBL194027,"InChI=1S/C16H14N2O2/c1-19-14-10-6-5-9-13(14)18-16-17-11-15(20-16)12-7-3-2-4-8-12/h2-11H,1H3,(H,17,18)",COc1ccccc1Nc2oc(cn2)c3ccccc3,VEGFR2,CHEMBL279,CHEMBL1142709,"J. Med. Chem., 48, p. 1610 (2005)",15743202
GW578748X,104833,CHEMBL66004,"InChI=1S/C13H12N6O2/c1-21-11-4-8(2-3-10(11)20)5-16-18-12-9-6-17-19-13(9)15-7-14-12/h2-7,20H,1H3,(H2,14,15,17,18,19)/b16-5+",COc1cc(\C=N\Nc2ncnc3[nH]ncc23)ccc1O,CHEMBL66004,"InChI=1S/C13H12N6O2/c1-21-11-4-8(2-3-10(11)20)5-16-18-12-9-6-17-19-13(9)15-7-14-12/h2-7,20H,1H3,(H2,14,15,17,18,19)/b16-5+",COc1cc(\C=N\Nc2ncnc3[nH]ncc23)ccc1O,GSK3b,CHEMBL262,CHEMBL1147546,"Bioorg. Med. Chem. Lett., 14, p. 2121 (2004)",15080992
GW580496A,1249163,CHEMBL1909392,"InChI=1S/C29H27BrN4O4S.ClH/c1-39(35,36)14-13-31-17-23-9-12-27(38-23)21-7-10-26-24(15-21)29(33-19-32-26)34-22-8-11-28(25(30)16-22)37-18-20-5-3-2-4-6-20;/h2-12,15-16,19,31H,13-14,17-18H2,1H3,(H,32,33,34);1H",Cl.CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Br)c4)c3c2,CHEMBL214689,"InChI=1S/C29H27BrN4O4S/c1-39(35,36)14-13-31-17-23-9-12-27(38-23)21-7-10-26-24(15-21)29(33-19-32-26)34-22-8-11-28(25(30)16-22)37-18-20-5-3-2-4-6-20/h2-12,15-16,19,31H,13-14,17-18H2,1H3,(H,32,33,34)",CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Br)c4)c3c2,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1149340,"Bioorg. Med. Chem. Lett., 16, p. 4686 (2006)",16777410
GW580509X,298872,CHEMBL179311,"InChI=1S/C19H20N2O5S/c1-4-27(22,23)15-8-9-17(25-3)16(11-15)21-19-20-12-18(26-19)13-6-5-7-14(10-13)24-2/h5-12H,4H2,1-3H3,(H,20,21)",CCS(=O)(=O)c1ccc(OC)c(Nc2oc(cn2)c3cccc(OC)c3)c1,CHEMBL179311,"InChI=1S/C19H20N2O5S/c1-4-27(22,23)15-8-9-17(25-3)16(11-15)21-19-20-12-18(26-19)13-6-5-7-14(10-13)24-2/h5-12H,4H2,1-3H3,(H,20,21)",CCS(=O)(=O)c1ccc(OC)c(Nc2oc(cn2)c3cccc(OC)c3)c1,VEGFR2,CHEMBL279,CHEMBL1142709,"J. Med. Chem., 48, p. 1610 (2005)",15743202
GW581744X,1249175,CHEMBL1909404,"InChI=1S/C21H19FN6O2/c22-15-5-2-13(3-6-15)19-18(16-8-10-25-21(26-16)24-9-1-11-29)17-7-4-14(20(23)30)12-28(17)27-19/h2-8,10,12,29H,1,9,11H2,(H2,23,30)(H,24,25,26)",NC(=O)c1ccc2c(c3ccnc(NCCCO)n3)c(nn2c1)c4ccc(F)cc4,CHEMBL1909404,"InChI=1S/C21H19FN6O2/c22-15-5-2-13(3-6-15)19-18(16-8-10-25-21(26-16)24-9-1-11-29)17-7-4-14(20(23)30)12-28(17)27-19/h2-8,10,12,29H,1,9,11H2,(H2,23,30)(H,24,25,26)",NC(=O)c1ccc2c(c3ccnc(NCCCO)n3)c(nn2c1)c4ccc(F)cc4,p38a,CHEMBL260,CHEMBL1949665,"Org Lett, 7, p. 4753 (2005)",16209527
GW583373A,1249164,CHEMBL1909393,"InChI=1S/C30H27ClN4O3S.ClH/c31-26-17-23(7-10-29(26)37-19-21-4-2-1-3-5-21)34-30-25-16-22(6-9-27(25)32-20-33-30)28-11-8-24(38-28)18-35-12-14-39(36)15-13-35;/h1-11,16-17,20H,12-15,18-19H2,(H,32,33,34);1H",Cl.Clc1cc(Nc2ncnc3ccc(cc23)c4oc(CN5CCS(=O)CC5)cc4)ccc1OCc6ccccc6,CHEMBL212965,"InChI=1S/C30H27ClN4O3S/c31-26-17-23(7-10-29(26)37-19-21-4-2-1-3-5-21)34-30-25-16-22(6-9-27(25)32-20-33-30)28-11-8-24(38-28)18-35-12-14-39(36)15-13-35/h1-11,16-17,20H,12-15,18-19H2,(H,32,33,34)",Clc1cc(Nc2ncnc3ccc(cc23)c4oc(CN5CCS(=O)CC5)cc4)ccc1OCc6ccccc6,EGFR/ErbB2,CHEMBL203/CHEMBL1824,CHEMBL1149340,"Bioorg. Med. Chem. Lett., 16, p. 4686 (2006)",16777410
GW589933X,1157686,CHEMBL1794055,"InChI=1S/C16H12N4O3S2/c17-25(22,23)10-3-1-9(2-4-10)18-7-11-14-12(20-16(11)21)5-6-13-15(14)24-8-19-13/h1-8,18H,(H,20,21)(H2,17,22,23)",NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccc4ncsc4c23)cc1,CHEMBL1794055,"InChI=1S/C16H12N4O3S2/c17-25(22,23)10-3-1-9(2-4-10)18-7-11-14-12(20-16(11)21)5-6-13-15(14)24-8-19-13/h1-8,18H,(H,20,21)(H2,17,22,23)",NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccc4ncsc4c23)cc1,CDK2,CHEMBL301,CHEMBL1134300,"J. Med. Chem., 44, p. 4339 (2001)",11728181
GW589961A,1249135,CHEMBL1909364,"InChI=1S/C22H18ClN5O4.ClH/c1-31-22(30)28-20-26-18-10-9-17(12-19(18)27-20)32-16-7-5-14(6-8-16)24-21(29)25-15-4-2-3-13(23)11-15;/h2-12H,1H3,(H2,24,25,29)(H2,26,27,28,30);1H",Cl.COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)cc2[nH]1,CHEMBL396283,"InChI=1S/C22H18ClN5O4/c1-31-22(30)28-20-26-18-10-9-17(12-19(18)27-20)32-16-7-5-14(6-8-16)24-21(29)25-15-4-2-3-13(23)11-15/h2-12H,1H3,(H2,24,25,29)(H2,26,27,28,30)",COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)cc2[nH]1,TIE2/VEGFR2,CHEMBL4128/CHEMBL279,CHEMBL1148750,"J. Med. Chem., 50, p. 4453 (2007)",17676829
GW607049C,1249136,CHEMBL1909365,"InChI=1S/C23H17F4N5O3S.H2O4S/c1-35-22(34)32-20-29-17-9-7-15(11-19(17)30-20)36-14-5-3-13(4-6-14)28-21(33)31-18-10-12(23(25,26)27)2-8-16(18)24;1-5(2,3)4/h2-11H,1H3,(H2,28,31,33)(H2,29,30,32,34);(H2,1,2,3,4)",COC(=O)Nc1nc2ccc(Sc3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)cc2[nH]1.OS(=O)(=O)O,CHEMBL243912,"InChI=1S/C23H17F4N5O3S/c1-35-22(34)32-20-29-17-9-7-15(11-19(17)30-20)36-14-5-3-13(4-6-14)28-21(33)31-18-10-12(23(25,26)27)2-8-16(18)24/h2-11H,1H3,(H2,28,31,33)(H2,29,30,32,34)",COC(=O)Nc1nc2ccc(Sc3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)cc2[nH]1,TIE2/VEGFR2,CHEMBL4128/CHEMBL279,CHEMBL1148750,"J. Med. Chem., 50, p. 4453 (2007)",17676829
GW607117X,438450,CHEMBL270164,"InChI=1S/C24H18N4O2/c1-15-6-7-20(24-28-27-16(2)30-24)13-22(15)18-8-10-19(11-9-18)23(29)26-21-5-3-4-17(12-21)14-25/h3-13H,1-2H3,(H,26,29)",Cc1oc(nn1)c2ccc(C)c(c2)c3ccc(cc3)C(=O)Nc4cccc(c4)C#N,CHEMBL270164,"InChI=1S/C24H18N4O2/c1-15-6-7-20(24-28-27-16(2)30-24)13-22(15)18-8-10-19(11-9-18)23(29)26-21-5-3-4-17(12-21)14-25/h3-13H,1-2H3,(H,26,29)",Cc1oc(nn1)c2ccc(C)c(c2)c3ccc(cc3)C(=O)Nc4cccc(c4)C#N,p38a,CHEMBL260,CHEMBL1141605,"Bioorg. Med. Chem. Lett., 18, p. 318 (2008)",18006306
GW612286X,490578,CHEMBL479079,"InChI=1S/C21H22N6O3/c1-12-15-6-5-13(9-16(15)27-26-12)23-19-7-8-22-21(25-19)24-14-10-17(28-2)20(30-4)18(11-14)29-3/h5-11H,1-4H3,(H,26,27)(H2,22,23,24,25)",COc1cc(Nc2nccc(Nc3ccc4c(C)n[nH]c4c3)n2)cc(OC)c1OC,CHEMBL479079,"InChI=1S/C21H22N6O3/c1-12-15-6-5-13(9-16(15)27-26-12)23-19-7-8-22-21(25-19)24-14-10-17(28-2)20(30-4)18(11-14)29-3/h5-11H,1-4H3,(H,26,27)(H2,22,23,24,25)",COc1cc(Nc2nccc(Nc3ccc4c(C)n[nH]c4c3)n2)cc(OC)c1OC,VEGFR2,CHEMBL279,CHEMBL1155848,"J. Med. Chem., 51, p. 4632 (2008)",18620382
